irn,district,enrolled_adm,base_cost_enrolled_adm,aggregate_base_cost,base_cost_per_pupil,capacity_per_pupil,state_share_percentage,valuation_per_pupil,local_capacity_percentage,benchmark_ratio,dpia_econ_disadvantaged_adm,dpia_directly_certified_adm,dpia_weighted_adm,dpia_percentage,dpia_aid,trans_reported_sped_cost,trans_special_education,trans_total,funding_base,foundation_calculated,foundation_phase_in,foundation_funding,temp_transitional_aid_guarantee,transportation,formula_transition_supplement,base_funding_supplement,enrollment_growth_supplement,total_formula_funding,performance_supplement,preschool_special_education,special_education_transportation,total_state_support
045799,Shawnee Local,2177.2046,2223.36,17975733.05,8084.94,6608.7,0.1825913,266574.8,0.023484540927,1.46670942,735.5968,564.1356,692.7315,0.318175,92382.9,178156.65,81649.192694999991,915097.040000000037,4903122.37,4146940.48,-630126.37,4272996,630126.37,915097.04,0,58784.53,0,5877003.93,113214.64,274419.39,81649.19,6346287.16
045807,Spencerville Local,936.4723,945.91,8071288.03,8532.83,3765.63,0.5586893,178611.69,0.02263283367,1.46670942,380.2546,293.2513,358.5038,0.382824,69212.82,55746.6,31145.028931380006,581829.347723595565,5882287.28,8251850.34,1974556.9,7856844.18,0,581829.35,0,25284.75,0,8463958.28,54783.63,77331.77,31145.03,8627218.71
045823,Hillsdale Local,834.4734,834.4734,7312214.91,8762.67,10328.66,0.1000003,595703.05,0.022774099514,1.46670942,322.2472,221.7977,297.1348,0.356075,49628.49,183001.35,83869.518704999995,607273.78655624995,3061900.59,896079.9,-1804778.38,1257122.21,1804778.38,607273.79,0,22530.78,187756.51,3879461.67,43392.62,90163.24,83869.52,4096887.04
045831,Mapleton Local,731.1899,773.86,6956411.59,8989.24,5424.33,0.3965753,262959.15,0.021819612825,1.46670942,716.7293,258.8416,602.2573,0.823667,538244.99,61649.7,28254.057510000002,463988.962095049559,4137314.15,5395629.72,1048554.36,5185868.51,0,463988.96,0,19742.13,0,5669599.6,38021.88,32723.95,28254.06,5768599.48
045856,Buckeye Local,1636.4446,1653.92,13381856.17,8090.99,3780.72,0.5327244,196630.58,0.020125641375,1.46670942,1615.8403,813.173,1415.1735,0.864785,1394185.44,352839.9,187966.424023560015,1036512.686722857179,7437143.81,11279953.76,3202213.53,10639357.34,0,1036512.69,0,44184,0,11720054.03,85095.12,125333.21,187966.42,12118448.78
045864,Grand Valley Local,786.8172,819.55,7263872.48,8863.25,6744.41,0.239058,327742.61,0.0217024254,1.46670942,414.5385,350.548,398.5408,0.506523,134699.42,238830.9,109456.20147,788672.875645901659,5489594.17,2905836.2,-2153045.52,3336548.65,2153045.52,788672.88,434558.97,21244.06,0,6734070.09,35800.18,27583.77,109456.2,6906910.24
045872,Jefferson Area Local,1662.5749,1671.47,13572206.87,8119.92,4125.29,0.4919542,201158.24,0.02127871395,1.46670942,816.1539,707.9602,789.1055,0.474629,234173.71,264509.7,130126.657855740006,1147249.150993749965,7595692.82,10272806.11,2230838.51,9826531.33,0,1147249.15,0,44889.52,0,11018670,86453.89,94319.6,130126.66,11329570.15
045880,Pymatuning Valley Local,1038.0773,1041.31,8782858.96,8434.43,3516.26,0.5831062,223759.35,0.018180241425,1.46670942,1023.8815,513.2569,896.2254,0.863351,880007.92,257322.45,150046.315994190023,1582419.198379660957,6913020.52,9496340.68,2152680.69,9065701.21,0,1582419.2,0,28028.09,0,10676148.49,0,112379.37,150046.32,10938574.18
045906,Alexander Local,1345.8277,1386.72,11353496.79,8187.3,4613.12,0.4365528,243444.24,0.020815211025,1.46670942,1330.0292,511.4895,1125.3942,0.83621,1036644.77,0,0,1138325.765634482726,8327703.23,8035060.65,-243859.06,8083844.17,243859.06,1138325.77,200708.92,36337.35,0,9703075.27,69983.04,127123.52,0,9900181.83
045914,Federal Hocking Local,793.4786,823.39,7340737.41,8915.26,4818.79,0.4594896,279708.62,0.019112056875,1.46670942,782.7162,393.893,685.5104,0.86393,674009.01,28694.4,13184.77837824,1829345.864913043566,6272701.43,6431951.23,132702.86,6405404.29,0,1829345.86,36717.54,21423.92,0,8292891.61,30945.67,83970.01,13184.78,8420992.06
045922,Trimble Local,647.6694,684.51,6401403.25,9351.8,1712.43,0.8168884,90795.4,0.01733172525,1.46670942,640.1323,397.4219,579.4547,0.894677,611007.6,0,0,530862.279030769248,9648559.36,10770916.04,935259.82,10583819.18,0,530862.28,0,17487.07,0,11132168.54,0,70590.08,0,11202758.62
045948,Minster Local,881.7428,881.7428,7633455.68,8657.24,5737.49,0.3372601,241955.59,0.024350405976,1.46670942,114.9471,87.7758,108.1543,0.12266,2143.6,46057.2,21108.014760000002,226982.821120000008,3253088.11,4620820.67,1139731.54,4392819.65,0,226982.82,0,23807.06,198392.14,4842001.66,57313.28,60310.16,21108.01,4980733.12
045955,New Bremen Local,819.1246,819.1246,7189155.94,8776.63,4974.62,0.4331969,204057.1,0.023716427236,1.46670942,121.6526,102.4544,116.8531,0.142656,3132.67,63370.65,29042.768895000001,228976.943999999989,3351743.86,5381064.04,1691032.51,5042776.37,0,228976.94,0,22116.36,0,5293869.67,53243.1,62885.01,29042.77,5439040.55
045963,New Knoxville Local,405.9793,405.9793,4549916.86,11207.26,4750.09,0.5761602,204238.84,0.023146575068,1.46670942,78.1721,66.6906,75.3018,0.185482,3412.74,12204.15,7031.54550483,155459.382400000002,2354078.51,3526938.43,977344.17,3331422.68,0,155459.38,0,10961.44,91345.33,3589188.84,23749.79,52618.83,7031.55,3672589
045971,Waynesfield-Goshen Local,421.2174,426.55,4664889.95,10936.33,4671.53,0.5728423,207523.42,0.02301244016,1.46670942,135.537,113.8881,130.1248,0.308926,16359.26,64837.5,37141.662626249999,349473.855085714313,3587294.74,3803074.7,179809.44,3767104.18,0,349473.86,0,11372.87,0,4127950.91,19165.39,32587.91,37141.66,4216845.87
045997,St Clairsville-Richland City,1511.9246,1537.02,12439389.84,8093.19,9209.73,0.1000002,466098.55,0.022975015642,1.46670942,495.8616,439.963,481.8869,0.318724,64486.56,0,0,503015.913900000043,3422240.91,1508630.72,-1594611.37,1827629.54,1594611.37,503015.91,0,40821.96,0,3966078.79,0,95965.31,0,4062044.1
046003,Shadyside Local,635.5866,643.01,6094458.09,9478.01,4397.13,0.5360701,226039.96,0.020401994025,1.46670942,265.714,198.3265,248.8671,0.391555,50262.91,0,0,298566.565600000031,4038138.35,5878594.54,1533652.14,5571790.49,0,298566.57,0,17160.84,0,5887517.9,0,114220.03,0,6001737.93
046011,Union Local,1188.09,1261.62,10373627.83,8222.47,6048.86,0.2643489,332359.64,0.02152095975,1.46670942,538.362,454.6969,517.4457,0.435527,129297.32,0,0,1073535.826297297375,7150763.49,3248449.9,-3251797.91,3898965.58,3251797.91,1073535.83,84447.39,32078.43,0,8340825.14,0,67015.25,0,8407840.39
046037,Eastern Local School District,1088.3767,1088.3767,9188771.34,8442.64,5517.91,0.3464237,280765.19,0.02217620385,1.46670942,602.6517,445.0296,563.2462,0.51751,198714.83,16338,7487.7054,830475.672538461513,6367541.05,5332587.56,-862426.75,5505114.3,862426.75,830475.67,290688.73,29386.17,0,7518091.62,56595.59,66949,7487.71,7649123.91
046045,Fayetteville-Perry Local,704.936,725.76,6641215.6,9150.7,4632.71,0.4937314,212741.85,0.02297418279,1.46670942,329.4062,245.6935,308.478,0.437597,77815.75,9160.2,4522.67837028,502016.408957894717,4914057.57,5786304.75,726843.57,5640901.14,0,502016.41,0,19033.27,0,6161950.82,0,38939.78,4522.68,6205413.28
046060,Western Brown Local,2590.0067,2683.57,21820152.51,8131.02,2982.53,0.6331914,141555.99,0.020636368875,1.46670942,1605.2291,1254.8795,1517.6417,0.585961,686437.86,397918.5,251958.572100899997,1924494.361156834522,22106474.67,21123456.43,-819149.1,21287325.57,819149.1,1924494.36,1047572.95,69930.18,0,25148472.16,117845.31,281353.17,251958.57,25799629.21
046078,Ripley-Union-Lewis-Huntington Local,694.248,698.24,6477382.2,9276.73,3479.62,0.6249079,204943.75,0.017985220425,1.46670942,669.7782,434.8343,611.0422,0.88015,623561.31,181422.15,113372.134769984987,621912.45960000006,6332671.37,8068196.77,1446213.32,7778884.69,0,621912.46,0,18744.69,0,8419541.84,0,58304.07,113372.13,8591218.04
046094,Edgewood City,3058.9843,3232.25,26216746.32,8110.99,4205.07,0.481559,193978,0.022685561125,1.46670942,1617.7058,1173.2988,1506.6041,0.492518,481435.27,234036.6,112702.431059400013,1244375.381000000052,16223351.27,18815813.04,2160298.39,18383649.66,0,1244375.38,0,82592.58,0,19710617.62,0,322984.11,112702.43,20146304.16
046102,Fairfield City,8492.8826,8648.95,69783731.85,8068.46,5492.18,0.3193025,248817.08,0.022507911722,1.46670942,4090.8291,3389.4894,3915.4942,0.461032,1096335,2432547.6,1114836.565080000088,4303822.5,28664364.11,32966424.12,3584906.6,32249270.71,0,4303822.5,0,229307.83,0,36782401.04,441629.9,1046166.88,1114836.57,39385034.39
046110,Lakota Local,16736.1123,16808.15,135821981.43,8080.72,7131.79,0.1174313,282137.08,0.0249192692,1.46670942,5205.2691,3904.3854,4880.0481,0.291588,546585.32,6741161.7,3089474.407110000029,7036019.400000000373,41778843.18,20365701.9,-17843570.63,23935272.55,17843570.63,7036019.4,0,451875.03,0,49266737.62,979062.57,857615.86,3089474.41,54192890.45
046128,Madison Local,1404.5524,1404.5524,11418634.84,8129.73,4161.65,0.4880948,176974.82,0.023118051217,1.46670942,657.6954,519.806,623.223,0.443716,161639.77,344673,168233.09900039999,760627.150000000023,8464539.5,9388741.22,770137.29,9234676.79,0,760627.15,0,37922.91,0,10033226.85,0,135317.94,168233.1,10336777.89
046136,New Miami Local,551.876,551.876,5503407.01,9972.18,2052.49,0.7941783,122138.55,0.017109375075,1.46670942,545.2091,378.0187,503.4115,0.912182,551798.75,208253.85,165390.688561454997,272889.5,6058466.78,8729847.83,2226061.83,8284528.61,0,272889.5,0,14900.65,0,8572318.76,0,65214.47,165390.69,8802923.92
046144,Ross Local,2239.2832,2340.83,18830155.28,8044.22,5955.13,0.2597007,249817.09,0.023710597538,1.46670942,757.8061,493.9527,691.8427,0.308957,86995.75,174728.4,80078.025719999991,1528412.330000000075,8843614.57,6444155.16,-1999469.53,6844145.04,1999469.53,1528412.33,0,60460.65,0,10432487.55,130998.07,123826.3,80078.03,10767389.94
046151,Talawanda City,2712.0093,2758.34,22341114.17,8099.48,7708.2,0.1000003,377696.96,0.022762023745,1.46670942,1052.2496,888.2824,1011.2578,0.372881,185223.87,556391.85,254994.384854999982,1559046.91347826086,7037830.15,2767249.57,-3558674.8,3479155.35,3558674.8,1559046.91,0,73224.25,0,8670101.31,141024.48,182713.6,254994.38,9248833.78
046177,Brown Local,569.1364,581.13,5681313.95,9776.32,7038.55,0.2800409,367096.25,0.021713575725,1.46670942,556.9359,239.5489,477.5892,0.839147,443021.82,109355.4,50117.579819999999,301884.358000000007,2431516.33,3377452.22,788248.37,3219764.7,0,301884.36,0,15366.68,0,3537015.75,0,93491.24,50117.58,3680624.57
046193,Graham Local,1371.3122,1429.56,11606764.8,8119.12,5663.22,0.3024836,261817.08,0.022781959169,1.46670942,598.6669,504.7833,575.196,0.419449,133311.84,306273.45,140365.122135000012,1582836.168571428396,8668364.33,5161930.9,-2921910.98,5746453.35,2921910.98,1582836.17,0,37025.43,0,10288225.93,89135.29,212094.57,140365.12,10729820.92
046201,Triad Local,736.9181,745.1,6746633.26,9054.67,5373.06,0.406598,237040.77,0.022864876126,1.46670942,329.7485,265.7232,313.7422,0.425749,74916.04,106579.2,48845.247360000001,723405.398240963812,4696585.85,5329475.05,527386.57,5223972.42,0,723405.4,0,19896.79,0,5967274.6,0,94902.15,48845.25,6111022.01
046219,West Liberty-Salem Local,1122.2256,1144.4,9494002.31,8296.05,3909.13,0.5287973,174011.55,0.023044555486,1.46670942,291.8036,217.2349,273.1614,0.24341,21320.18,89043.15,47085.777303495008,631653.754319999949,6574653.73,7941187.09,1138732.25,7713385.98,0,631653.75,0,30300.09,0,8375339.82,65650.2,66802.43,47085.78,8554878.22
046235,Greenon Local,1537.1653,1563.13,12730266.67,8144.09,5732.07,0.2961683,240676.6,0.023265407038,1.46670942,793.6065,524.7921,726.4029,0.47256,213690.91,240123.45,110048.577135,796578.207279999973,4236988.16,5724879.32,1239859.7,5476847.86,0,796578.21,0,41503.46,0,6314929.53,0,261213.22,110048.58,6686191.34
046243,Tecumseh Local,2577.1855,2620.13,21339771.03,8144.55,3363.42,0.5870345,153655.71,0.020738689425,1.46670942,2540.8376,1179.7769,2200.5725,0.853867,2113541.08,191783.55,112583.560382475014,1573954.530000000028,17626157.7,21314400.97,3073413.11,20699570.81,0,1573954.53,0,69584.01,0,22343109.35,134013.64,581912.19,112583.56,23171618.74
046250,Northeastern Local,2851.9629,2864.91,23321947.29,8140.55,5682.21,0.3019869,240327.12,0.023019779309,1.46670942,1231.6964,956.4467,1162.884,0.407749,254692.85,470281.35,215529.942705000023,1662249.079411864514,10382503.75,10204368,-148440.52,10234063.23,148440.52,1662249.08,34020.05,77003,0,12155775.88,0,302662.19,215529.94,12673968.01
046268,Northwestern Local,1481.3346,1494.83,12120123.77,8108.03,4820.55,0.4054599,210010.23,0.022675619393,1.46670942,654.2338,534.4612,624.2906,0.421438,146065.88,242229.75,111013.894424999991,815622.630000000005,6398645.4,7157909.86,632695.07,7031340.47,0,815622.63,0,39996.03,0,7886959.14,67400.72,203836.59,111013.89,8269210.35
046276,Southeastern Local,664.5736,671.36,6291358.43,9371.07,5026.38,0.4636271,246702.8,0.022763793476,1.46670942,238.5235,218.1145,233.4212,0.351235,37934.16,47562.9,22051.449394590003,442215.770113924053,3732748.2,5595937.67,1552595.79,5285343.99,0,442215.77,0,17943.49,0,5745503.25,34557.83,89514.71,22051.45,5891627.23
046284,Clark-Shawnee Local,1572.135,1627.29,13207226.69,8116.09,5852.78,0.2788672,279853,0.022605194684,1.46670942,796.3424,628.9789,754.5015,0.479922,228926.47,208203.45,95419.641134999998,881906.180278947344,5265066.36,5515813.02,208947.19,5474013.55,0,881906.18,0,42447.65,0,6398367.37,91969.9,216138.91,95419.64,6801895.83
046300,Batavia Local,2347.824,2347.824,19032020.48,8106.24,3969.04,0.5103724,157072.37,0.022953883007,1.46670942,1029.7452,939.0108,1007.0616,0.428934,244079.64,195806.1,99934.029191639987,1273542.449999999953,9868997.6,15445067.75,4646539.25,14515536.85,0,1273542.45,0,63391.25,0,15852470.55,122086.85,388502.13,99934.03,16462993.55
046318,Bethel-Tate Local,1252.3294,1306.91,10704021.22,8190.33,4098.76,0.4995612,190467.13,0.021965659875,1.46670942,635.1332,517.441,605.7102,0.483667,186660.47,351924.3,175807.725617160002,407420.488299999968,9299332.01,8616214.28,-569242.01,8730090,569242.01,407420.49,0,33812.89,0,9740565.39,81401.41,147029.07,175807.73,10144803.6
046326,Clermont Northeastern Local,1189.5828,1261.47,10301496.26,8166.26,7456.32,0.1000004,327070.2,0.022957058109,1.46670942,587.4866,454.837,554.3242,0.465982,158561.11,371283.15,170159.067645000003,1203831.811015384737,3700461.14,1298354.2,-2001675.71,1698785.43,2001675.71,1203831.81,106338.87,32118.74,0,5042750.55,0,110458.95,170159.07,5323368.57
046334,Felicity-Franklin Local,637.6424,659.67,6243315.5,9464.3,3703.85,0.6086503,169054.39,0.0213508629,1.46670942,621.9119,303.7125,542.3621,0.850574,516901.82,223112.4,135797.429193720018,524684.60631250008,7118231.41,7799161.97,567419.43,7685650.84,0,524684.61,0,17216.34,0,8227551.79,0,54053.75,135797.43,8417402.97
046342,Goshen Local,2526.2892,2592.17,20958525.66,8085.32,3623.43,0.5518507,166280.3,0.02189001285,1.46670942,2486.277,960.363,2104.7985,0.833158,1924685.72,314629.35,173628.427038045018,1390661.699999999953,17010811.18,19146035.73,1779282.62,18790093.8,0,1390661.7,0,68209.81,0,20248965.31,147787.92,288150.66,173628.43,20858532.31
046359,West Clermont Local,7300.5716,7429.26,60395554.71,8129.42,6416.7,0.2106805,274345.81,0.022616333521,1.46670942,3314.9181,2527.0098,3117.941,0.427082,749177.95,2123569.35,973231.833104999969,3076442.399999999907,24179205.16,18023547.08,-5129509.88,19049695.28,5129509.88,3076442.4,0,197115.43,0,27452762.99,379629.72,890914.26,973231.83,29696538.81
046367,Williamsburg Local,889.0791,924.78,7844656.8,8482.73,4129.21,0.5132217,189273.24,0.0219711258,1.46670942,341.2124,273.1173,324.1886,0.364634,56781.47,54497.1,27969.094307070001,500943.202142857132,5456513.15,6793996.97,1114525.27,6571038.42,0,500943.2,0,24005.14,0,7095986.76,52011.13,124306.93,27969.09,7300273.91
046383,Blanchester Local,1068.6045,1101.64,9167861.87,8322.01,4445.78,0.4657804,227760.46,0.02087074395,1.46670942,576.8553,440.7279,542.8235,0.507974,184516.9,295901.55,137825.142319619976,796637.280000000028,10317096.14,7240297.32,-2563896.46,7753199.68,2563896.46,796637.28,31073.04,28852.32,0,11173658.78,62513.37,161191.82,137825.14,11535189.11
046391,Clinton-Massie Local,1499.599,1597.54,12920273.06,8087.61,5940.48,0.2654828,263141.86,0.023685404936,1.46670942,469.7453,366.9927,444.0571,0.296117,51293.24,156965.55,71937.311565000011,1473900.751464566682,8005429.41,4148199.57,-3214229.62,4791199.79,3214229.62,1473900.75,0,40489.17,0,9519819.33,87726.54,137243.55,71937.31,9816726.74
046409,East Clinton Local,1071.648,1090.36,9183131.13,8422.11,3918.15,0.5347781,206278.82,0.0203169456,1.46670942,1050.6611,486.3505,909.5835,0.848771,863213.43,269127.6,143923.54658556002,1082222.610595348757,7786722.35,9012293.46,1021268.4,8807990.75,0,1082222.61,0,28934.5,0,9919147.86,0,177660.66,143923.55,10240732.07
046425,Beaver Local,1683.4541,1683.4541,13594499.86,8075.36,4704.13,0.4174711,224854.27,0.021968939475,1.46670942,907.0907,616.8678,834.535,0.495728,270163.09,0,0,1137828.307491071522,8567404.71,8205403.76,-301655.4,8265749.31,301655.4,1137828.31,415207.85,45453.26,0,10165894.13,98482.06,58988.78,0,10323364.98
046433,Crestview Local,1111.1591,1129.58,9362126.13,8288.15,3206.49,0.6131225,150634.01,0.02195604,1.46670942,455.9582,301.7892,417.416,0.375658,77597.71,0,0,694433.676731579006,7290211.42,9244265.65,1628313.39,8918524.81,0,694433.68,0,30001.3,0,9642959.78,0,51389.64,0,9694349.42
046441,Southern Local,731.5164,750.59,6792543.13,9049.61,4125.81,0.5440889,237096.89,0.0200862873,1.46670942,726.4231,374.8332,638.5256,0.872879,640886.28,0,0,3451700.509999999776,4251041.87,7258461.35,2506082.65,6757124.52,0,3451700.51,0,19750.94,0,10228575.98,28529.14,36314.43,0,10293419.55
046458,United Local,955.8988,1001.51,8458487.41,8445.73,5745.38,0.3197306,324665.82,0.021306699,1.46670942,365.8816,282.8083,345.1133,0.361035,59259.07,0,0,590367.300000000047,6716165.32,3663091.97,-2544126.02,4172039.3,2544126.02,590367.3,302013.33,25809.27,0,7634355.21,0,36992.3,0,7671347.51
046474,Ridgewood Local,1161.4789,1176.88,9773877.63,8304.91,3889.77,0.5316291,184080.97,0.0214632405,1.46670942,1143.5053,494.0863,981.1505,0.844742,922313.11,42654.15,22676.187375764999,801082.395670588245,7558483.51,9761370.66,1835665.86,9394149.37,0,801082.4,0,31359.93,0,10226591.69,60396.9,198193.25,22676.19,10507858.04
046482,River View Local,1439.8841,1500.88,12186801.24,8119.77,6312.24,0.2226085,315468.29,0.022078474875,1.46670942,869.3258,676.0832,821.0152,0.570195,351635.36,143553.9,65790.752370000002,2521076.104135106318,6755537.88,3700048.6,-2546139.21,4209398.67,2546139.21,2521076.1,0,38876.87,0,9315490.85,0,139561.56,65790.75,9520843.17
046508,Buckeye Central Local,582.9645,587.4,5744498.11,9779.53,11963.45,0.1,716972.58,0.0224967204,1.46670942,291.5311,222.9872,274.3951,0.470689,80082.75,30941.4,14180.44362,598271.536541353329,3557345.77,1050407.36,-2089031.78,1468313.99,2089031.78,598271.54,18311.73,15740.04,0,4189669.08,30314.15,53523,14180.44,4287686.68
046516,Colonel Crawford Local,880.4705,880.4705,7670454.8,8711.77,4539.5,0.4789234,209253.44,0.022707994998,1.46670942,312.4871,241.9903,294.8629,0.334892,43563.65,30560.25,14636.01883485,830727.154700917425,4457799.61,6084141.41,1355230.62,5813030.23,0,830727.15,0,23772.7,0,6667530.09,57230.58,55695.46,14636.02,6795092.14
046524,Wynford Local,940.0931,983.32,8356972.03,8498.73,4752.41,0.4408093,244243.36,0.02184256935,1.46670942,470.9164,372.1881,446.2343,0.47467,132446.68,9152.85,4194.751155,1129464.948749999981,5744483.88,5835153.84,75555.28,5820039.16,0,1129464.95,51447.65,25382.51,0,7026334.27,42774.23,102243.44,4194.75,7175546.7
046557,Cuyahoga Heights Local,710.058,730.3,6626122.76,9073.15,11642.11,0.1000005,669327.15,0.023203206344,1.46670942,275.5224,186.741,253.3271,0.35677,42476.9,126502.95,57976.301985000006,223062.100000000006,355066.01,792038.55,364129.22,719195.23,0,223062.1,0,19171.57,0,961428.9,46153.77,35392.1,57976.3,1100951.06
046565,Independence Local,956.2577,973.9,8249476.3,8470.56,13035.05,0.1000005,563969.93,0.024948781996,1.46670942,121.2879,111.2962,118.7899,0.124224,2414.82,239342.25,109690.553174999994,378092.700000000012,295171.11,935513.31,533597.16,828768.27,0,378092.7,0,25818.96,0,1232679.92,62156.75,69254.13,109690.55,1473781.35
