leaid,irn,state,comparable,enrollment,total_revenue,federal_revenue,state_revenue,local_revenue,property_tax,current_spending
3613710,,NY,1,661,28232000,6007000,16897000,5328000,3807000,19052000
3613740,,NY,1,3638,130404000,6043000,8308000,116053000,110258000,119797000
3613770,,NY,1,345,12398000,1942000,6563000,3893000,3670000,10731000
3613830,,NY,1,408,14812000,2004000,8921000,3887000,3229000,11263000
3613950,,NY,1,1617,57726000,2257000,9159000,46310000,42383000,60370000
3613980,,NY,1,3240,122530000,4652000,21099000,96779000,86742000,111196000
3614010,,NY,1,7816,265962000,32254000,94729000,138979000,137231000,221015000
3614070,,NY,1,107,19570000,1455000,69000,18046000,,13878000
3614130,,NY,1,6473,290535000,35025000,173076000,82434000,71914000,207210000
3614190,,NY,1,2202,91402000,4716000,12005000,74681000,44245000,77966000
3614220,,NY,1,1166,31302000,4403000,17306000,9593000,8076000,24802000
3614250,,NY,1,397,13388000,1753000,8807000,2828000,2250000,10915000
3614280,,NY,1,4137,127182000,4607000,20774000,101801000,96950000,119797000
3614310,,NY,1,550,21117000,6274000,11301000,3542000,3054000,14685000
3614340,,NY,1,5430,151078000,9172000,31721000,110185000,100428000,142439000
3614400,,NY,1,1611,48780000,2717000,16838000,29225000,28102000,43008000
3614430,,NY,1,1057,37290000,12419000,13158000,11713000,10627000,32627000
3614460,,NY,1,4308,101850000,11163000,47759000,42928000,35944000,83042000
3614490,,NY,1,404,12375000,1736000,8263000,2376000,1901000,10225000
3614550,,NY,1,793,23929000,2777000,12247000,8905000,7119000,19713000
3614580,,NY,1,1279,37710000,4361000,20428000,12921000,11781000,31487000
3614610,,NY,1,992,27976000,2392000,18890000,6694000,6154000,23143000
3614640,,NY,1,1927,52357000,8781000,26896000,16680000,15062000,41825000
3614670,,NY,1,556,20098000,2479000,8723000,8896000,8675000,16481000
3614700,,NY,1,2070,59472000,4973000,21890000,32609000,28610000,47901000
3614730,,NY,1,884,23844000,1761000,13740000,8343000,7572000,20703000
3614760,,NY,1,1062,28264000,5255000,13851000,9158000,8627000,24751000
3614820,,NY,1,1515,51993000,11252000,32165000,8576000,6202000,35721000
3614850,,NY,1,3807,93285000,8074000,44611000,40600000,36576000,78946000
3614880,,NY,1,400,11308000,1828000,4808000,4672000,4044000,8921000
3614940,,NY,1,1645,61915000,9846000,26661000,25408000,23231000,49804000
3614970,,NY,1,2285,51481000,4967000,33964000,12550000,11305000,44447000
3615060,,NY,1,343,16629000,1974000,3128000,11527000,11372000,12918000
3615090,,NY,1,4152,148349000,10202000,29890000,108257000,106814000,135071000
3615180,,NY,1,3518,111947000,9936000,41035000,60976000,58284000,98194000
3615210,,NY,1,1693,50337000,4506000,19416000,26415000,23481000,42742000
3615270,,NY,1,120,6798000,267000,1012000,5519000,5221000,5833000
3615300,,NY,1,3480,92751000,27939000,59997000,4815000,2371000,81031000
3615360,,NY,1,2065,54845000,3527000,18114000,33204000,29111000,49232000
3615390,,NY,1,3650,90555000,11820000,37179000,41556000,35181000,74943000
3615450,,NY,1,1740,69079000,1544000,6739000,60796000,57946000,58990000
3615510,,NY,1,2210,74432000,5490000,23944000,44998000,42190000,63430000
3615540,,NY,1,2733,96420000,6334000,30320000,59766000,58544000,82530000
3615570,,NY,1,4990,156065000,15643000,39577000,100845000,92078000,133771000
3615630,,NY,1,4546,107310000,15013000,77299000,14998000,11561000,83192000
3615720,,NY,1,165,7727000,821000,3995000,2911000,2722000,5675000
3615780,,NY,1,3529,108295000,11784000,40316000,56195000,54417000,95296000
3615810,,NY,1,3182,128052000,3814000,10597000,113641000,106999000,116457000
3615870,,NY,1,307,10723000,736000,3839000,6148000,5969000,9585000
3615900,,NY,1,2274,76446000,15427000,33345000,27674000,23910000,53996000
3615980,,NY,1,1529,42491000,4582000,25732000,12177000,9453000,33115000
3615990,,NY,1,1267,37057000,4171000,20605000,12281000,10801000,30282000
3616080,,NY,1,2907,114162000,1991000,14375000,97796000,94485000,107128000
3616140,,NY,1,167,6929000,263000,828000,5838000,5622000,6351000
3616170,,NY,1,1133,39400000,5791000,19869000,13740000,13552000,32692000
3616200,,NY,1,706,22370000,2729000,14782000,4859000,4196000,15193000
3616230,,NY,1,6407,202823000,28207000,77543000,97073000,78420000,167301000
3616260,,NY,1,2803,101454000,5433000,24470000,71551000,70498000,89159000
3616290,,NY,1,6405,213695000,17873000,84550000,111272000,104343000,183656000
3616380,,NY,1,498,12258000,1257000,6903000,4098000,3957000,10024000
3616410,,NY,1,830,30397000,4539000,19262000,6596000,5753000,24818000
3616440,,NY,1,1950,85526000,22993000,49066000,13467000,8080000,46234000
3616470,,NY,1,650,24392000,934000,2838000,20620000,20107000,21893000
3616500,,NY,1,589,22151000,1625000,3708000,16818000,16488000,18820000
3616560,,NY,1,2106,66987000,9081000,37502000,20404000,16061000,53571000
3616620,,NY,1,5480,176013000,9323000,59031000,107659000,101864000,160994000
3616680,,NY,1,5451,125982000,12149000,48521000,65312000,52335000,101757000
3616710,,NY,1,1197,36152000,3011000,10885000,22256000,20231000,30646000
3616740,,NY,1,2104,63296000,9546000,37324000,16426000,14450000,50917000
3616800,,NY,1,306,12496000,2362000,7277000,2857000,2447000,8033000
3616830,,NY,1,2297,117989000,12348000,16085000,89556000,83021000,94341000
3616950,,NY,1,1177,32075000,4977000,17339000,9759000,9020000,23653000
3616960,,NY,1,484,16200000,2058000,4896000,9246000,9074000,13332000
3616980,,NY,1,1143,41783000,8827000,22860000,10096000,9028000,29623000
3617130,,NY,1,911,26797000,4367000,16101000,6329000,3889000,20094000
3617160,,NY,1,7266,233765000,13195000,81060000,139510000,130374000,202791000
3617190,,NY,1,1914,54252000,4877000,21871000,27504000,25413000,44136000
3617220,,NY,1,1854,60707000,7827000,33049000,19831000,17519000,51360000
3617380,,NY,1,5582,188426000,19624000,69710000,99092000,95243000,163682000
3617430,,NY,1,586,17547000,3338000,10382000,3827000,3244000,14386000
3617460,,NY,1,1093,31733000,6538000,16652000,8543000,7636000,26858000
3617520,,NY,1,6815,184152000,19559000,80570000,84023000,80548000,151547000
3617580,,NY,1,449,22004000,3584000,8740000,9680000,8660000,16792000
3617640,,NY,1,1442,42127000,5202000,17748000,19177000,16791000,32150000
3617670,,NY,1,4345,131090000,24504000,67187000,39399000,35457000,102388000
3617700,,NY,1,1912,93482000,2963000,7094000,83425000,81617000,82933000
3617730,,NY,1,3624,157702000,8408000,31843000,117451000,101082000,133515000
3617760,,NY,1,66,4411000,61000,798000,3552000,3494000,3891000
3617820,,NY,1,1309,33814000,6086000,21748000,5980000,4111000,26228000
3617880,,NY,1,335,9118000,932000,4057000,4129000,3960000,7838000
3617910,,NY,1,2750,95873000,4996000,18171000,72706000,67101000,83943000
3617970,,NY,1,632,18312000,2924000,11247000,4141000,3893000,15304000
3618030,,NY,1,884,30703000,5893000,19008000,5802000,4302000,23691000
3618080,,NY,1,456,11985000,1626000,7146000,3213000,2949000,10366000
3618090,,NY,1,680,18363000,2291000,11632000,4440000,3924000,16798000
3618120,,NY,1,3846,132269000,8928000,37606000,85735000,83739000,118958000
3618150,,NY,1,2588,68024000,7893000,34620000,25511000,21640000,49694000
3618180,,NY,1,2229,66389000,12003000,40800000,13586000,11920000,54455000
3618210,,NY,1,1785,67317000,5163000,17656000,44498000,41602000,58843000
3618240,,NY,1,5409,156341000,6737000,12715000,136889000,128004000,139341000
3618270,,NY,1,3035,104914000,2071000,6943000,95900000,91097000,97262000
3618330,,NY,1,4135,104201000,8352000,31222000,64627000,62290000,88726000
3618450,,NY,1,748,22761000,3950000,14764000,4047000,3626000,18542000
3618480,,NY,1,1456,41384000,4408000,17758000,19218000,18269000,33054000
3618510,,NY,1,344,13161000,1549000,3995000,7617000,7224000,10804000
3618540,,NY,1,672,24855000,3302000,14809000,6744000,5788000,19072000
3618570,,NY,1,1902,63135000,4473000,21389000,37273000,33190000,54686000
3618600,,NY,1,2211,58030000,8424000,25879000,23727000,19164000,43657000
3618630,,NY,1,6564,217335000,6647000,48109000,162579000,155941000,201427000
3618660,,NY,1,2503,73243000,13789000,43612000,15842000,12391000,55053000
3618690,,NY,1,8994,280451000,30367000,158229000,91855000,86821000,235436000
3618750,,NY,1,912,25166000,5113000,12251000,7802000,7113000,19033000
3618840,,NY,1,552,16714000,1661000,11167000,3886000,2787000,13233000
3618900,,NY,1,1379,31546000,2849000,14836000,13861000,13014000,25618000
3618960,,NY,1,1391,41746000,4207000,29633000,7906000,6925000,34561000
3619110,,NY,1,1546,55397000,1280000,10589000,43528000,40234000,50227000
3619170,,NY,1,2006,60032000,3698000,35031000,21303000,10782000,52619000
3619200,,NY,1,9436,285466000,10819000,136646000,138001000,133957000,252523000
3619230,,NY,1,8947,285156000,23520000,115878000,145758000,137500000,248082000
3619260,,NY,1,674,25141000,3332000,12481000,9328000,9006000,20443000
3619320,,NY,1,7482,229795000,18018000,132936000,78841000,73071000,197188000
3619350,,NY,1,380,12105000,1659000,6139000,4307000,3904000,10201000
3619380,,NY,1,889,34720000,1919000,7355000,25446000,24563000,26751000
3619410,,NY,1,2411,79125000,6093000,26667000,46365000,45042000,69791000
3619500,,NY,1,2884,104798000,5394000,14704000,84700000,79743000,90823000
3619530,,NY,1,119,6028000,604000,1616000,3808000,3614000,5051000
3619560,,NY,1,3534,108917000,11032000,48281000,49604000,45547000,89145000
3619650,,NY,1,6743,213627000,20543000,66859000,126225000,120910000,188270000
3619680,,NY,1,4103,120759000,8021000,46376000,66362000,60892000,105225000
3619740,,NY,1,2828,100480000,8869000,44581000,47030000,41741000,93062000
3619800,,NY,1,928,28204000,1992000,16486000,9726000,7915000,22188000
3619830,,NY,1,705,22049000,4329000,13857000,3863000,3353000,17732000
3619860,,NY,1,322,11333000,1327000,6964000,3042000,2721000,9561000
3619890,,NY,1,352,11723000,1407000,6539000,3777000,3562000,9519000
3619920,,NY,1,610,19479000,1754000,12625000,5100000,4500000,16535000
3619950,,NY,1,3722,153016000,6300000,15577000,131139000,126359000,136770000
3620010,,NY,1,590,19632000,3637000,11679000,4316000,3540000,15832000
3620040,,NY,1,2142,66999000,5540000,21887000,39572000,38756000,59643000
3620100,,NY,1,7092,276743000,24643000,128472000,123628000,115757000,226365000
3620160,,NY,1,1899,69784000,2101000,12352000,55331000,53460000,58701000
3620170,,NY,1,119,8982000,762000,51000,8169000,,7248000
3620190,,NY,1,2240,81291000,5462000,16147000,59682000,55056000,68047000
3620220,,NY,1,637,25106000,2573000,9803000,12730000,11513000,17926000
3620340,,NY,1,7858,239881000,16762000,52345000,170774000,163978000,216627000
3620370,,NY,1,2597,60708000,4841000,20362000,35505000,34300000,53837000
3620430,,NY,1,411,13865000,1131000,4382000,8352000,8220000,12241000
3620460,,NY,1,1811,69428000,3769000,20839000,44820000,42936000,62842000
3620490,,NY,1,9990,308759000,19185000,68657000,220917000,205021000,284553000
3620580,,NY,1,859514,38497408000,2551151000,11476486000,24469771000,,30868702000
3620610,,NY,1,552,15610000,1354000,5790000,8466000,7277000,13523000
3620640,,NY,1,2018,60476000,8986000,37826000,13664000,11645000,48446000
3620670,,NY,1,1060,30118000,4476000,18304000,7338000,6801000,25344000
3620700,,NY,1,11124,334192000,35734000,185624000,112834000,102465000,295514000
3620730,,NY,1,67,5682000,311000,799000,4572000,4410000,4838000
3620760,,NY,1,1350,38226000,3867000,21773000,12586000,11557000,32602000
3620790,,NY,1,738,26889000,3621000,16292000,6976000,5697000,19068000
3620820,,NY,1,7142,208383000,43516000,136507000,28360000,21775000,152684000
3620850,,NY,1,3322,90731000,9950000,46495000,34286000,30990000,74409000
3620880,,NY,1,4236,100719000,8568000,31273000,60878000,57320000,80434000
3620910,,NY,1,4631,130364000,8276000,58605000,63483000,61705000,117867000
3620970,,NY,1,576,18142000,2659000,9315000,6168000,5023000,15056000
3621000,,NY,1,6015,134542000,12681000,32427000,89434000,85256000,118667000
3621180,,NY,1,1023,47631000,1674000,5084000,40873000,38491000,43095000
3621210,,NY,1,8108,198164000,16026000,87875000,94263000,83819000,181226000
3621240,,NY,1,3208,86482000,8209000,49357000,28916000,25015000,66419000
3621250,,NY,1,1292,35030000,4085000,20088000,10857000,9958000,30700000
3621260,,NY,1,814,28978000,3490000,17099000,8389000,7074000,22837000
3621270,,NY,1,4741,179311000,5271000,24868000,149172000,143826000,162268000
3621300,,NY,1,445,13841000,1532000,4969000,7340000,6853000,11594000
3621330,,NY,1,1741,51290000,7756000,32150000,11384000,10644000,35606000
3621360,,NY,1,1017,30840000,5918000,19122000,5800000,5094000,23626000
3621450,,NY,1,621,22054000,2781000,14598000,4675000,4337000,16771000
3621480,,NY,1,2804,98203000,8769000,19231000,70203000,68004000,82111000
3621510,,NY,1,773,24526000,3705000,15286000,5535000,4482000,18642000
3621570,,NY,1,5515,173236000,10133000,34433000,128670000,122924000,147874000
3621630,,NY,1,740,20605000,3351000,12246000,5008000,4491000,17130000
3621660,,NY,1,1493,53438000,7759000,33669000,12010000,8737000,40937000
3621720,,NY,1,1948,55647000,11954000,30778000,12915000,11634000,42354000
3621780,,NY,1,1608,47053000,5019000,20118000,21916000,20314000,37602000
3621810,,NY,1,834,24479000,2361000,12434000,9684000,8838000,20435000
3621840,,NY,1,1187,62670000,5237000,12129000,45304000,43921000,53284000
3621900,,NY,1,4808,116888000,8048000,32803000,76037000,65258000,99712000
3621960,,NY,1,577,16148000,1075000,8928000,6145000,5519000,13923000
3622020,,NY,1,4993,151114000,7767000,43847000,99500000,93333000,132399000
3622050,,NY,1,3507,106541000,12669000,41451000,52421000,23267000,88017000
3622100,,NY,1,307,12447000,1022000,7964000,3461000,2946000,10547000
3622140,,NY,1,672,27040000,1768000,15761000,9511000,7725000,22187000
3622170,,NY,1,1993,56295000,7738000,26900000,21657000,15641000,46197000
3622200,,NY,1,179,6550000,819000,3937000,1794000,1699000,5587000
3622260,,NY,1,707,23758000,4690000,14331000,4737000,4311000,18248000
3622290,,NY,1,1429,63265000,2804000,5034000,55427000,53097000,56505000
3622380,,NY,1,1812,51656000,6473000,25011000,20172000,17567000,40883000
3622410,,NY,1,456,14387000,2903000,8424000,3060000,2929000,11617000
3622440,,NY,1,355,12501000,1141000,7269000,4091000,3789000,11533000
3622470,,NY,1,7393,226250000,23884000,88394000,113972000,108096000,183162000
3622500,,NY,1,664,18669000,1994000,11108000,5567000,4736000,16982000
3622530,,NY,1,1117,43525000,3281000,10178000,30066000,28264000,36144000
3622560,,NY,1,2381,80840000,6940000,16185000,57715000,55217000,73656000
3622650,,NY,1,3653,114741000,13556000,56189000,44996000,36510000,97349000
3622680,,NY,1,2792,81415000,2232000,11140000,68043000,65081000,73207000
3622710,,NY,1,4546,120202000,10697000,40976000,68529000,60463000,92354000
3622740,,NY,1,1296,47264000,7648000,18585000,21031000,18446000,33029000
3622770,,NY,1,797,21776000,2785000,12839000,6152000,5588000,16755000
3622830,,NY,1,1855,53188000,7051000,28930000,17207000,16574000,46879000
3622890,,NY,1,1505,48817000,7628000,25951000,15238000,12768000,36795000
3622920,,NY,1,1707,58015000,5376000,34560000,18079000,14785000,41195000
3623010,,NY,1,4913,133924000,10231000,66244000,57449000,55383000,119967000
3623040,,NY,1,885,35948000,2486000,9225000,24237000,23688000,30763000
3623070,,NY,1,554,19443000,2943000,12947000,3553000,2858000,14081000
3623160,,NY,1,5551,152038000,4750000,31240000,116048000,104086000,129925000
3623190,,NY,1,2841,100426000,5706000,30164000,64556000,59918000,84551000
3623220,,NY,1,5093,176041000,10708000,32504000,132829000,123706000,157121000
3623280,,NY,1,1775,49314000,4055000,22086000,23173000,22404000,45609000
3623310,,NY,1,1589,56838000,2853000,12226000,41759000,35861000,46639000
3623370,,NY,1,542,15087000,867000,7329000,6891000,6506000,12916000
3623430,,NY,1,785,26303000,3408000,16734000,6161000,5235000,20648000
3623460,,NY,1,4600,142368000,24956000,47501000,69911000,64666000,120580000
3623490,,NY,1,939,46013000,951000,4899000,40163000,37018000,40286000
3623520,,NY,1,2490,84663000,6850000,49417000,28396000,26413000,68824000
3623580,,NY,1,5284,180234000,9606000,17487000,153141000,143328000,153380000
3623640,,NY,1,992,24510000,3915000,15355000,5240000,3868000,18765000
3623670,,NY,1,1348,38823000,4147000,20222000,14454000,12668000,32195000
3623760,,NY,1,4226,133859000,22888000,77464000,33507000,29344000,109064000
3623790,,NY,1,367,11381000,1808000,7000000,2573000,2283000,9771000
3623880,,NY,1,977,30734000,3648000,19561000,7525000,6198000,24618000
3624000,,NY,1,1584,55190000,2622000,15795000,36773000,35425000,47552000
3624030,,NY,1,3082,71979000,6920000,29172000,35887000,34386000,56714000
3624090,,NY,1,845,24176000,5309000,13914000,4953000,4336000,19159000
3624150,,NY,1,1828,50881000,2945000,20357000,27579000,24158000,43275000
3624210,,NY,1,828,28118000,5156000,17330000,5632000,4108000,20422000
3624240,,NY,1,1666,59326000,4090000,19248000,35988000,33803000,52009000
3624270,,NY,1,770,23818000,3239000,13045000,7534000,6523000,18595000
3624360,,NY,1,438,14668000,1454000,7987000,5227000,4879000,12148000
3624450,,NY,1,1060,33532000,5840000,17531000,10161000,7602000,23115000
3624480,,NY,1,950,37733000,2411000,4609000,30713000,30231000,31248000
3624570,,NY,1,435,12667000,1149000,7778000,3740000,3342000,11504000
3624630,,NY,1,1293,50359000,636000,4655000,45068000,43004000,42988000
3624690,,NY,1,5524,177534000,13242000,56621000,107671000,98494000,142027000
3624750,,NY,1,24050,1097592000,267438000,705536000,124618000,,688013000
3624780,,NY,1,3451,127646000,6306000,19058000,102282000,95496000,118306000
3624840,,NY,1,2778,89762000,6029000,34531000,49202000,47793000,82218000
3624900,,NY,1,5335,147726000,20177000,89328000,38221000,31559000,117267000
3624930,,NY,1,455,15666000,2714000,6951000,6001000,5408000,11364000
3624960,,NY,1,1728,70549000,4525000,26224000,39800000,37951000,60727000
3624990,,NY,1,3228,132663000,17156000,92512000,22995000,21027000,96176000
3625020,,NY,1,239,11526000,1083000,4330000,6113000,5402000,10782000
3625050,,NY,1,3318,119126000,3356000,10344000,105426000,96178000,106037000
3625110,,NY,1,245,11226000,1348000,3719000,6159000,5712000,9378000
3625140,,NY,1,1237,33492000,5508000,17822000,10162000,9150000,25238000
3625170,,NY,1,5501,164175000,17269000,52049000,94857000,78090000,126906000
3625260,,NY,1,2928,102223000,1727000,4780000,95716000,85447000,94637000
3625290,,NY,1,1525,47841000,1847000,5142000,40852000,39275000,42160000
3625320,,NY,1,752,26367000,2907000,8289000,15171000,14696000,22243000
3625350,,NY,1,12024,371377000,22693000,156313000,192371000,183401000,318224000
